Soil types. 5 classes
3
X_km
Y_km
Class ID
9.461323738e+00 -1.241839981e+01 5.000000000e+00 
4.896110153e+01 -1.590449047e+01 5.000000000e+00 
-3.842561007e+00 -7.550000191e+00 5.000000000e+00 
1.589142036e+01 -2.072683907e+01 5.000000000e+00 
-1.039060974e+01 -5.021427917e+01 5.000000000e+00 
-3.880192995e+00 -8.862198830e+00 5.000000000e+00 
-3.863085032e+00 -3.103031921e+01 5.000000000e+00 
-8.699322701e+00 -2.697381020e+01 5.000000000e+00 
-3.850349039e-02 -2.585424995e+01 5.000000000e+00 
-9.331452370e+00 -4.046995163e+01 5.000000000e+00 
1.355561018e+00 -1.809040070e+01 5.000000000e+00 
-1.218192005e+01 -4.167483902e+01 5.000000000e+00 
-1.163698959e+01 -3.560417938e+01 5.000000000e+00 
3.843125153e+01 -2.460397911e+01 5.000000000e+00 
-3.575609922e+00 -2.795306969e+01 5.000000000e+00 
-8.699322701e+00 -2.697381020e+01 5.000000000e+00 
-4.821132183e+00 -1.898403931e+01 5.000000000e+00 
-2.126270980e-01 -2.753832054e+01 5.000000000e+00 
-8.699322701e+00 -2.697381020e+01 5.000000000e+00 
1.710330963e+01 5.188375854e+01 1.000000000e+00 
8.099548340e+00 4.545838928e+01 1.000000000e+00 
1.500152969e+01 5.169361115e+01 1.000000000e+00 
6.054336929e+01 1.114004993e+01 1.000000000e+00 
-3.343053818e+01 -7.779342651e+01 1.000000000e+00 
5.903474045e+01 -2.865132093e+00 1.000000000e+00 
1.157849026e+01 5.747661972e+01 1.000000000e+00 
2.030717087e+01 5.269071960e+01 1.000000000e+00 
6.845744324e+01 -3.833710098e+01 1.000000000e+00 
-3.458906174e+01 -7.081961823e+01 1.000000000e+00 
7.571659088e+01 -2.649010086e+01 1.000000000e+00 
5.688682938e+01 -8.990988731e+00 1.000000000e+00 
-2.421866989e+01 -7.141349792e+01 1.000000000e+00 
5.724917984e+01 -2.653116989e+01 1.000000000e+00 
5.586056900e+01 -2.965918922e+01 1.000000000e+00 
-4.328464890e+01 -6.034643173e+01 1.000000000e+00 
-1.741604996e+01 -7.160283661e+01 1.000000000e+00 
-4.124468994e+01 -6.549555206e+01 1.000000000e+00 
5.903432083e+01 -1.119081974e+01 1.000000000e+00 
7.283779907e+01 -3.029075050e+01 1.000000000e+00 
5.488811111e+01 -1.079162025e+01 1.000000000e+00 
-4.891537094e+01 -5.801615143e+01 1.000000000e+00 
-1.730003929e+01 6.254855156e+00 1.000000000e+00 
-1.813075066e+01 4.577888012e+00 1.000000000e+00 
-7.009475708e+01 2.417793083e+01 1.000000000e+00 
-1.717185020e+01 8.636496544e+00 1.000000000e+00 
-1.421189022e+01 1.473001957e+00 1.000000000e+00 
-1.418391991e+01 -6.956333923e+01 1.000000000e+00 
-1.351422977e+01 -6.909313965e+01 1.000000000e+00 
-1.285494041e+01 -4.523788929e+00 1.000000000e+00 
-1.503738022e+01 -5.986837006e+01 1.000000000e+00 
-1.590379047e+01 -4.532501221e+00 1.000000000e+00 
-2.971422958e+01 -5.274468994e+01 1.000000000e+00 
-5.948018074e+00 -1.586056042e+01 1.000000000e+00 
-1.341504002e+01 -2.014636040e+01 1.000000000e+00 
-2.040024948e+01 -3.043544960e+01 1.000000000e+00 
-1.506501007e+01 -1.868631935e+01 1.000000000e+00 
-1.736610031e+01 -6.397927094e+01 1.000000000e+00 
-3.437300873e+01 -5.491165161e+01 1.000000000e+00 
-2.135198975e+01 -6.076855850e+01 1.000000000e+00 
-2.846850014e+01 -6.208893967e+01 1.000000000e+00 
-1.199090004e+01 -1.670062065e+01 1.000000000e+00 
-2.972089005e+01 -6.131352997e+01 1.000000000e+00 
-2.153743935e+01 9.684637070e+00 1.000000000e+00 
-2.894928932e+01 -4.537350845e+01 1.000000000e+00 
-6.141601086e+00 -1.595662022e+01 1.000000000e+00 
-2.279895020e+01 4.430635929e+00 1.000000000e+00 
-1.075718021e+01 -2.284646988e+01 1.000000000e+00 
-3.606554031e+01 1.521555996e+01 1.000000000e+00 
-2.587582016e+01 -2.134119034e+01 1.000000000e+00 
-3.661849976e+01 -4.756735992e+01 1.000000000e+00 
-1.888898087e+01 -2.137466049e+01 1.000000000e+00 
-3.508042145e+01 5.325406075e+00 1.000000000e+00 
-2.032788086e+01 -1.014966965e+01 1.000000000e+00 
-2.396319008e+01 -6.878978729e+01 1.000000000e+00 
-2.940938950e+01 -2.276166916e+01 1.000000000e+00 
-2.437438011e+01 -1.964706039e+01 1.000000000e+00 
-4.665715027e+01 -5.293833923e+01 1.000000000e+00 
-2.451719093e+01 -1.419359970e+01 1.000000000e+00 
-2.458931923e+01 -2.715369034e+01 1.000000000e+00 
-3.241329956e+01 2.063257933e+00 1.000000000e+00 
-2.472447014e+01 -7.546141148e+00 1.000000000e+00 
-2.482268906e+01 -1.512092972e+01 1.000000000e+00 
-3.622547913e+01 -1.665896034e+01 1.000000000e+00 
-2.571528053e+01 -1.869642067e+01 1.000000000e+00 
-3.464073944e+01 -7.667835236e+00 1.000000000e+00 
-3.354714966e+01 6.430292130e-02 1.000000000e+00 
-5.647966003e+01 -3.766743898e+00 1.000000000e+00 
-4.091984940e+01 -4.192253113e+01 1.000000000e+00 
-3.588174057e+01 -2.407519913e+01 1.000000000e+00 
-5.380900955e+01 -4.665738106e+00 1.000000000e+00 
-3.542089081e+01 -4.270180130e+01 1.000000000e+00 
-4.776860046e+01 -8.833350182e+00 1.000000000e+00 
-4.971854019e+01 -4.102362061e+01 1.000000000e+00 
-3.673773956e+01 -2.203742981e+00 1.000000000e+00 
-4.235422134e+01 -1.124557018e+01 1.000000000e+00 
-3.789113998e+01 -9.003480911e+00 1.000000000e+00 
-4.078276062e+01 -2.322327042e+01 1.000000000e+00 
-4.927227020e+01 -7.854318142e+00 1.000000000e+00 
-6.337361908e+01 1.313815975e+01 1.000000000e+00 
-5.030432892e+01 -1.719429016e+01 1.000000000e+00 
-4.209347916e+01 -2.380620956e+01 1.000000000e+00 
-4.755889893e+01 -1.049347019e+01 1.000000000e+00 
-3.692353821e+01 -3.493592072e+01 1.000000000e+00 
-4.167026138e+01 -3.281892014e+01 1.000000000e+00 
-4.977207184e+01 -1.616803932e+01 1.000000000e+00 
-4.281731033e+01 -2.059799957e+01 1.000000000e+00 
-4.166588974e+01 -2.637734985e+01 1.000000000e+00 
-4.166588974e+01 -2.637734985e+01 1.000000000e+00 
-5.111508942e+01 -1.366044044e+01 1.000000000e+00 
-5.028446960e+01 -3.650833893e+01 1.000000000e+00 
4.811725998e+01 3.610021973e+01 2.000000000e+00 
4.801136017e+01 4.144890976e+01 2.000000000e+00 
5.991712952e+01 2.735905075e+01 2.000000000e+00 
6.229547882e+01 2.052124023e+01 2.000000000e+00 
5.368447876e+01 5.162931061e+01 2.000000000e+00 
5.573043060e+01 3.410099030e+01 2.000000000e+00 
6.364007187e+01 4.529484177e+01 2.000000000e+00 
6.437303925e+01 2.581052017e+01 2.000000000e+00 
4.155603027e+01 4.049459839e+01 2.000000000e+00 
5.098619843e+01 3.132102966e+01 2.000000000e+00 
5.727017975e+01 2.489100075e+01 2.000000000e+00 
4.158024979e+01 1.724090004e+01 2.000000000e+00 
5.405517960e+01 1.469943047e+01 2.000000000e+00 
4.628720856e+01 3.934363174e+01 2.000000000e+00 
-6.781040192e+00 4.209476089e+01 3.000000000e+00 
1.218294978e+00 5.512622070e+01 3.000000000e+00 
-5.723427773e+00 2.553549957e+01 3.000000000e+00 
-5.942557812e+00 4.568981934e+01 3.000000000e+00 
-9.966968536e+00 3.775244904e+01 3.000000000e+00 
-7.453073978e+00 1.944318962e+01 3.000000000e+00 
1.218294978e+00 5.512622070e+01 3.000000000e+00 
5.667950058e+01 5.960482025e+01 3.000000000e+00 
5.055646896e+01 6.095183182e+01 3.000000000e+00 
-6.122278214e+00 4.843647003e+01 3.000000000e+00 
-1.274752045e+01 3.774623108e+01 3.000000000e+00 
6.501349926e+00 7.598546028e+00 3.000000000e+00 
-1.178236961e+01 3.530585098e+01 3.000000000e+00 
6.150922012e+01 7.686789703e+01 3.000000000e+00 
3.370037079e+01 7.636534882e+01 3.000000000e+00 
4.155677032e+01 5.020280075e+01 3.000000000e+00 
-4.088436961e-01 9.085539818e+00 3.000000000e+00 
-1.574448013e+01 3.174819946e+01 3.000000000e+00 
-1.871850014e+00 1.657224083e+01 3.000000000e+00 
5.459008813e-01 1.544112015e+01 3.000000000e+00 
-1.885910034e+01 3.303899002e+01 3.000000000e+00 
3.431567001e+01 -4.651111984e+01 3.000000000e+00 
-6.913383961e+00 1.001568031e+01 3.000000000e+00 
-2.288569069e+01 3.656982040e+01 3.000000000e+00 
2.668343925e+01 -3.322306061e+01 3.000000000e+00 
-8.278017044e+00 1.091611958e+01 3.000000000e+00 
2.907444954e+01 -4.704520035e+01 3.000000000e+00 
2.855187988e+01 -4.076369095e+01 3.000000000e+00 
-6.888273621e+01 3.850003815e+01 3.000000000e+00 
2.688007927e+01 -4.334217834e+01 3.000000000e+00 
2.512323952e+01 -3.248683929e+01 3.000000000e+00 
1.786359978e+01 -3.217116165e+01 3.000000000e+00 
-1.103604031e+01 7.334745884e+00 3.000000000e+00 
-1.576239014e+01 1.244635010e+01 3.000000000e+00 
2.850101089e+01 -3.956192017e+01 3.000000000e+00 
-6.540474701e+01 3.613401031e+01 3.000000000e+00 
-1.205683994e+01 1.090851021e+01 3.000000000e+00 
2.077437019e+01 -2.414970970e+01 3.000000000e+00 
-1.657262993e+01 9.928564072e+00 3.000000000e+00 
3.743633986e+00 -3.609783173e+01 3.000000000e+00 
3.202187061e+00 -3.783837891e+01 3.000000000e+00 
-7.305651855e+01 3.860525894e+01 3.000000000e+00 
-6.953986359e+01 3.357339096e+01 3.000000000e+00 
-5.999509048e+01 4.723662949e+01 3.000000000e+00 
-4.316117096e+01 2.655417061e+01 3.000000000e+00 
-6.001435852e+01 4.720278931e+01 3.000000000e+00 
-6.075989914e+01 3.736660004e+01 3.000000000e+00 
7.713000774e+00 -2.735343933e+01 3.000000000e+00 
-6.638201904e+01 4.499895096e+01 3.000000000e+00 
-7.572543335e+01 3.368004990e+01 3.000000000e+00 
4.545901775e+00 -2.369576073e+01 3.000000000e+00 
-6.575420380e+01 4.347108078e+01 3.000000000e+00 
-1.626689911e+01 2.999160957e+01 3.000000000e+00 
-4.298701096e+01 3.136294937e+01 3.000000000e+00 
-5.840581894e+01 4.382244873e+01 3.000000000e+00 
7.225656033e+00 -3.008263016e+01 3.000000000e+00 
-7.127809906e+01 3.472101974e+01 3.000000000e+00 
-5.615372086e+01 2.639495087e+01 3.000000000e+00 
-7.802517700e+01 3.305936813e+01 3.000000000e+00 
-3.267258072e+01 2.718503952e+01 3.000000000e+00 
-3.865441895e+01 1.467879009e+01 3.000000000e+00 
-4.419784164e+01 2.891608047e+01 3.000000000e+00 
-3.152116966e+01 3.688238144e+01 3.000000000e+00 
-4.769773865e+01 2.067997932e+01 3.000000000e+00 
-5.354661179e+01 5.159838867e+01 3.000000000e+00 
-3.837915039e+01 1.694298935e+01 3.000000000e+00 
-4.374169922e+01 -5.562745094e+00 3.000000000e+00 
-5.388616943e+01 2.447349930e+01 3.000000000e+00 
-5.751388931e+01 3.952207184e+01 3.000000000e+00 
-4.625307083e+01 3.562879944e+01 3.000000000e+00 
-5.545236969e+01 -1.798014045e+00 3.000000000e+00 
-5.504182053e+01 1.759671974e+01 3.000000000e+00 
-7.270371246e+01 4.818262863e+01 3.000000000e+00 
-4.584093094e+01 -3.177362919e+00 3.000000000e+00 
-3.801520920e+01 3.081805992e+01 3.000000000e+00 
-7.000379944e+01 4.736915970e+01 3.000000000e+00 
-5.141968155e+01 5.099636078e+01 3.000000000e+00 
-3.886386871e+01 4.205004883e+01 3.000000000e+00 
-5.158277130e+01 1.123956966e+01 3.000000000e+00 
-7.036292267e+01 4.779113007e+01 3.000000000e+00 
-6.047734833e+01 7.273952007e+00 3.000000000e+00 
-7.230751801e+01 4.930123138e+01 3.000000000e+00 
-6.730001831e+01 5.212306976e+01 3.000000000e+00 
-7.243511200e+01 4.998839951e+01 3.000000000e+00 
-4.948403168e+01 4.780693054e+01 3.000000000e+00 
-4.950914001e+01 4.434141922e+01 3.000000000e+00 
-5.270803070e+01 4.081443024e+01 3.000000000e+00 
2.718437958e+01 9.560635567e+00 4.000000000e+00 
2.917983055e+01 2.127459908e+01 4.000000000e+00 
1.144873047e+01 8.976256371e+00 4.000000000e+00 
2.970134926e+01 1.041678047e+01 4.000000000e+00 
3.138381004e+01 1.472918987e+01 4.000000000e+00 
1.088934994e+01 2.413480043e+00 4.000000000e+00 
6.211061096e+01 -3.366518021e+01 4.000000000e+00 
2.224995995e+01 3.403877020e+00 4.000000000e+00 
7.033141327e+01 -3.538959885e+01 4.000000000e+00 
5.825666046e+01 -3.298453140e+01 4.000000000e+00 
5.643219948e+00 4.098709869e+01 5.000000000e+00 
7.078240204e+01 3.004376984e+01 5.000000000e+00 
-6.068655252e-01 3.717562866e+01 5.000000000e+00 
1.870696068e+01 4.484209824e+01 5.000000000e+00 
2.417279053e+01 4.370853043e+01 5.000000000e+00 
2.601829910e+01 4.043395996e+01 5.000000000e+00 
3.568917036e+00 4.490719986e+01 5.000000000e+00 
2.149571037e+01 4.120655823e+01 5.000000000e+00 
3.416313934e+01 4.247584915e+01 5.000000000e+00 
7.761148071e+01 2.393899918e+01 5.000000000e+00 
7.617957306e+01 3.914662933e+01 5.000000000e+00 
-1.744804978e+00 4.353654099e+01 5.000000000e+00 
8.804212570e+00 2.215991020e+01 5.000000000e+00 
1.268912983e+01 2.218551064e+01 5.000000000e+00 
3.653940964e+01 4.311116028e+01 5.000000000e+00 
2.422787094e+01 4.707455063e+01 5.000000000e+00 
2.027885056e+01 3.092007065e+01 5.000000000e+00 
7.623487091e+01 5.199705887e+01 5.000000000e+00 
2.526020050e+01 3.769937134e+01 5.000000000e+00 
7.586557007e+01 4.042345810e+01 5.000000000e+00 
-6.510889053e+00 3.020822906e+01 5.000000000e+00 
5.900389194e+00 4.323915100e+01 5.000000000e+00 
-5.734265804e+00 3.512099838e+01 5.000000000e+00 
5.903647995e+01 1.390023994e+01 5.000000000e+00 
2.684452057e+01 5.860574245e-01 5.000000000e+00 
4.144675827e+01 5.759178162e+00 5.000000000e+00 
1.034167957e+01 1.979491997e+01 5.000000000e+00 
4.267422104e+01 8.228433609e+00 5.000000000e+00 
6.728784084e+00 1.760083008e+01 5.000000000e+00 
3.308567047e+01 3.657938004e+01 5.000000000e+00 
-2.602444887e+00 3.391841888e+01 5.000000000e+00 
4.781335831e+01 2.005614996e+00 5.000000000e+00 
2.631489944e+01 2.962492943e+01 5.000000000e+00 
4.057567978e+01 1.490774035e+00 5.000000000e+00 
7.020165253e+01 2.061202049e+01 5.000000000e+00 
6.125878143e+01 -5.165768266e-01 5.000000000e+00 
7.091619873e+01 -1.447587967e+01 5.000000000e+00 
3.524214935e+01 5.992407799e-01 5.000000000e+00 
7.738996887e+01 2.222405052e+01 5.000000000e+00 
3.571789169e+01 2.116745949e+01 5.000000000e+00 
4.770705032e+01 -1.012948036e+00 5.000000000e+00 
2.734619081e-01 2.242757034e+01 5.000000000e+00 
5.501179886e+01 -6.569246769e+00 5.000000000e+00 
3.923199081e+01 4.655620956e+01 5.000000000e+00 
2.614171028e+01 4.915835953e+01 5.000000000e+00 
1.478827953e+01 -9.048085809e-01 5.000000000e+00 
3.791598129e+01 2.018063927e+01 5.000000000e+00 
5.904726028e+01 -4.289431000e+01 5.000000000e+00 
4.809471893e+01 -5.184617996e+00 5.000000000e+00 
2.704945946e+01 -8.262038231e+00 5.000000000e+00 
4.666107178e+01 -9.014903069e+00 5.000000000e+00 
4.575085831e+01 -6.700125217e+00 5.000000000e+00 
3.746466064e+01 3.039966011e+01 5.000000000e+00 
3.227988815e+01 -1.267343998e+01 5.000000000e+00 
7.598893166e+00 -4.073635042e-01 5.000000000e+00 
2.779899979e+01 -6.057182789e+00 5.000000000e+00 
2.014612961e+01 -7.108882904e+00 5.000000000e+00 
2.150205994e+01 -7.723320961e+00 5.000000000e+00 
2.168888092e+01 -9.452115059e+00 5.000000000e+00 
2.544701958e+01 -1.049195957e+01 5.000000000e+00 
3.471138000e+01 -1.431803989e+01 5.000000000e+00 
4.681888962e+01 -4.390069962e+01 5.000000000e+00 
4.917446899e+01 -2.377498055e+01 5.000000000e+00 
4.748534012e+01 -3.663964081e+01 5.000000000e+00 
2.960658073e+01 -2.212598038e+01 5.000000000e+00 
2.865547943e+01 -1.928619003e+01 5.000000000e+00 
3.453442001e+01 -1.469987011e+01 5.000000000e+00 
5.349623871e+01 -2.305611038e+01 5.000000000e+00 
3.717113113e+01 -4.059951019e+01 5.000000000e+00 
2.099225044e+01 -1.829335976e+01 5.000000000e+00 
6.736023712e+01 -2.379578972e+01 5.000000000e+00 
6.467076111e+01 -8.765555382e+00 5.000000000e+00 
3.056916046e+01 -1.980784035e+01 5.000000000e+00 
1.756274033e+01 -1.879022026e+01 5.000000000e+00 
2.030908012e+01 -1.959621048e+01 5.000000000e+00 
3.611294174e+01 -1.617815971e+01 5.000000000e+00 
3.861439133e+01 -1.335743046e+01 5.000000000e+00 
4.759986115e+01 -3.474132919e+01 5.000000000e+00 
4.886325836e+01 -2.195881081e+01 5.000000000e+00 
5.525912857e+01 -1.408745003e+01 5.000000000e+00 
4.242615128e+01 -2.793943024e+01 5.000000000e+00 
6.311761093e+01 -1.807156944e+01 5.000000000e+00 
2.596117020e+01 -1.984613991e+01 5.000000000e+00 
3.682801819e+01 -2.694389915e+01 5.000000000e+00 
3.331811905e+01 -1.105047035e+01 5.000000000e+00 
3.727669144e+01 -3.417879105e+01 5.000000000e+00 
4.405347061e+01 -1.209193039e+01 5.000000000e+00 
-3.612596035e+00 -3.417872906e+00 5.000000000e+00 
1.341454983e+01 -1.316259003e+01 5.000000000e+00 
1.784807968e+01 -3.865772009e+00 5.000000000e+00 
4.135092163e+01 -1.299563980e+01 5.000000000e+00 
3.489455938e+00 -1.288976955e+01 5.000000000e+00 
6.380832195e+00 -1.068784046e+01 5.000000000e+00 
3.561307144e+01 -1.834305954e+01 5.000000000e+00 
4.153474045e+01 -3.053516006e+01 5.000000000e+00 
-2.969222069e+00 -7.518240929e+00 5.000000000e+00 
1.064997959e+01 -1.877078056e+01 5.000000000e+00 
-5.093491077e+00 -5.558063889e+01 5.000000000e+00 
8.581328392e+00 -1.694956017e+01 5.000000000e+00 
-4.170877934e+00 -3.252104187e+01 5.000000000e+00 
-5.525887012e+00 -2.973088074e+01 5.000000000e+00 
-1.464305043e+00 -4.358692169e+01 5.000000000e+00 
-1.141588974e+01 -3.946271896e+01 5.000000000e+00 
-8.756922722e+00 -3.819364166e+01 5.000000000e+00 
-2.689555883e+00 -2.210353088e+01 5.000000000e+00 
-6.184239864e+00 -2.839884949e+01 5.000000000e+00 
-6.330591202e+00 -1.968594933e+01 5.000000000e+00 
-2.943209887e+00 -1.869565964e+01 5.000000000e+00 
6.584459686e+01 9.816488266e+00 1.000000000e+00 
4.620875835e+00 3.733707047e+01 1.000000000e+00 
9.071099281e+00 4.039477158e+01 1.000000000e+00 
-4.016638947e+01 -7.073561859e+01 1.000000000e+00 
6.613831329e+01 1.439369965e+01 1.000000000e+00 
6.098403931e+01 -7.149804115e+00 1.000000000e+00 
-2.642840004e+01 -7.023845673e+01 1.000000000e+00 
-4.433842087e+01 -6.492812347e+01 1.000000000e+00 
5.811449814e+01 -3.691014099e+01 1.000000000e+00 
-2.193398094e+01 -7.246295929e+01 1.000000000e+00 
5.486412048e+01 -3.418161011e+01 1.000000000e+00 
6.888471222e+01 -3.951396179e+01 1.000000000e+00 
-9.800295830e+00 2.382822037e+00 1.000000000e+00 
3.888219967e-02 -1.122780991e+01 1.000000000e+00 
-7.039171219e+00 2.420329094e+00 1.000000000e+00 
-2.159860039e+01 -7.027748871e+01 1.000000000e+00 
-7.147069931e+00 -3.774739981e+00 1.000000000e+00 
-4.104026031e+01 -6.236463165e+01 1.000000000e+00 
-3.180668068e+01 -6.839618683e+01 1.000000000e+00 
-7.474449158e+00 -5.666253090e+00 1.000000000e+00 
-1.306542969e+01 -5.754162979e+01 1.000000000e+00 
-1.020170021e+01 -1.021173000e+00 1.000000000e+00 
-3.910036087e+01 -6.494744110e+01 1.000000000e+00 
-2.239756012e+01 -6.737670135e+01 1.000000000e+00 
-9.798088074e+00 -5.803564072e+01 1.000000000e+00 
-1.099524021e+01 -2.530987024e+00 1.000000000e+00 
-1.519449043e+01 -5.877070999e+01 1.000000000e+00 
-3.667842102e+01 -6.555342102e+01 1.000000000e+00 
-1.802875996e+00 -1.295322990e+01 1.000000000e+00 
-1.663566017e+01 -4.705047989e+01 1.000000000e+00 
-2.350929070e+01 2.334457970e+01 1.000000000e+00 
-7.561242104e+00 -1.247953033e+01 1.000000000e+00 
-1.317516994e+01 -5.236011124e+01 1.000000000e+00 
-2.548372078e+01 -4.882086182e+01 1.000000000e+00 
-6.665641785e+01 1.968914986e+01 1.000000000e+00 
-6.400798798e+01 2.785977936e+01 1.000000000e+00 
-2.481526947e+01 -5.168035889e+01 1.000000000e+00 
-2.599239922e+01 -6.936235809e+01 1.000000000e+00 
-1.669499969e+01 -2.343524933e+01 1.000000000e+00 
-1.776836014e+01 -6.954409027e+01 1.000000000e+00 
-1.354897022e+01 -6.447548866e+00 1.000000000e+00 
-3.339641953e+01 -5.719664001e+01 1.000000000e+00 
-3.001524925e+01 -4.749068832e+01 1.000000000e+00 
-2.047323036e+01 -5.502408981e+01 1.000000000e+00 
-1.784369087e+01 4.665642977e-01 1.000000000e+00 
-3.661050034e+01 -5.913388062e+01 1.000000000e+00 
-9.875867844e+00 -1.851335907e+01 1.000000000e+00 
-3.310351944e+01 -5.210581970e+01 1.000000000e+00 
-7.750698924e-01 -1.410227966e+01 1.000000000e+00 
-1.450778008e+01 -2.387291908e+01 1.000000000e+00 
-3.423390961e+01 -5.277368164e+01 1.000000000e+00 
-1.867827034e+01 -1.557271957e+01 1.000000000e+00 
-3.113526917e+01 -6.539114380e+01 1.000000000e+00 
-2.438038063e+01 -6.187936020e+01 1.000000000e+00 
-1.888817978e+01 -6.232532120e+01 1.000000000e+00 
-2.740493011e+01 -6.349190903e+01 1.000000000e+00 
-2.675128937e+01 -5.652978897e+01 1.000000000e+00 
-1.585081005e+01 -1.514933014e+01 1.000000000e+00 
-4.114654922e+01 -5.647071075e+01 1.000000000e+00 
-1.689640999e+01 -9.592823029e+00 1.000000000e+00 
-2.064200974e+01 -6.530568695e+01 1.000000000e+00 
-2.174047089e+01 -4.653367996e+01 1.000000000e+00 
-2.315695953e+01 -6.490924835e+01 1.000000000e+00 
-7.796558380e+01 3.172632027e+01 1.000000000e+00 
-4.458974838e+01 -4.753781891e+01 1.000000000e+00 
-3.637406158e+01 1.744268036e+01 1.000000000e+00 
-3.423390961e+01 -5.277368164e+01 1.000000000e+00 
-1.776646996e+01 -3.771031189e+01 1.000000000e+00 
-2.636755943e+01 -4.548458099e+01 1.000000000e+00 
-1.396922016e+01 -2.971627998e+01 1.000000000e+00 
-1.876683044e+01 -7.455966949e+00 1.000000000e+00 
-2.514075089e+01 -2.899817085e+01 1.000000000e+00 
-2.704610062e+01 -1.605849075e+01 1.000000000e+00 
-3.679729080e+01 -5.203739166e+01 1.000000000e+00 
-2.498476982e+01 -2.152771950e+01 1.000000000e+00 
-3.487514114e+01 1.222200966e+01 1.000000000e+00 
-1.201264000e+01 -2.383484077e+01 1.000000000e+00 
-1.782827950e+01 -9.372552872e+00 1.000000000e+00 
-2.071775055e+01 -4.934631824e+00 1.000000000e+00 
-2.016713905e+01 -1.634433937e+01 1.000000000e+00 
-2.157924080e+01 -1.686001968e+01 1.000000000e+00 
-3.842583084e+01 -4.789550018e+01 1.000000000e+00 
-2.215431023e+01 -6.097431779e-01 1.000000000e+00 
-2.171867943e+01 -2.936325073e+01 1.000000000e+00 
-3.353063965e+01 1.807632065e+01 1.000000000e+00 
-1.760601997e+01 -2.849053955e+01 1.000000000e+00 
-4.683047104e+01 -4.676956940e+01 1.000000000e+00 
-3.710910034e+01 -5.408317184e+01 1.000000000e+00 
-1.929194069e+01 -1.215880966e+01 1.000000000e+00 
-2.197834969e+01 -3.180665970e+01 1.000000000e+00 
-4.237652969e+01 -4.742411041e+01 1.000000000e+00 
-2.088088989e+01 -3.566522980e+01 1.000000000e+00 
-5.244293976e+01 -4.411503983e+01 1.000000000e+00 
-4.730081177e+01 -4.794084167e+01 1.000000000e+00 
-4.045872879e+01 -4.885636902e+01 1.000000000e+00 
-3.648942184e+01 9.115393639e+00 1.000000000e+00 
-3.217678070e+01 -1.965829086e+01 1.000000000e+00 
-2.919706917e+01 -4.253567123e+01 1.000000000e+00 
-4.559888840e+01 -4.035224152e+01 1.000000000e+00 
-2.878108978e+01 -4.114397049e+01 1.000000000e+00 
-5.270048904e+01 -4.162305069e+01 1.000000000e+00 
-3.078705025e+01 -2.528132057e+01 1.000000000e+00 
-3.282247925e+01 8.172496796e+00 1.000000000e+00 
-5.655936813e+01 -4.642869949e+01 1.000000000e+00 
-5.541024017e+01 -4.064093018e+01 1.000000000e+00 
-4.832878876e+01 -4.716156006e+01 1.000000000e+00 
-3.535932922e+01 -4.865975189e+01 1.000000000e+00 
-3.178729057e+01 -4.132028961e+01 1.000000000e+00 
-5.313764954e+01 -4.039575958e+01 1.000000000e+00 
-3.394977188e+01 2.118094921e+00 1.000000000e+00 
-3.025822067e+01 -2.639069939e+01 1.000000000e+00 
-3.479597855e+01 -7.668906212e+00 1.000000000e+00 
-2.794449997e+01 -8.312144876e-01 1.000000000e+00 
-3.829636002e+01 6.042024136e+00 1.000000000e+00 
-3.160677910e+01 -2.407955933e+01 1.000000000e+00 
-3.672560883e+01 -1.184078026e+01 1.000000000e+00 
-3.382778931e+01 -7.342717171e+00 1.000000000e+00 
-3.705659103e+01 -4.302894974e+01 1.000000000e+00 
-3.773101044e+01 -1.481873035e+01 1.000000000e+00 
-2.855084038e+01 -2.742885971e+01 1.000000000e+00 
-6.055699921e+01 9.044066429e+00 1.000000000e+00 
-3.109950066e+01 -3.410391998e+01 1.000000000e+00 
-3.190358925e+01 -1.658223987e+00 1.000000000e+00 
-4.226844025e+01 -9.902057648e+00 1.000000000e+00 
-4.222566986e+01 -1.960552025e+01 1.000000000e+00 
-5.309495926e+01 -1.709444046e+01 1.000000000e+00 
-6.288431931e+01 1.453211021e+01 1.000000000e+00 
-4.268336105e+01 -2.949806976e+01 1.000000000e+00 
-2.879257011e+01 -2.055933952e+00 1.000000000e+00 
-3.525785828e+01 -5.462878227e+00 1.000000000e+00 
-6.220244980e+01 1.299079990e+01 1.000000000e+00 
-5.248006821e+01 -1.475988960e+01 1.000000000e+00 
-2.888010979e+01 -3.724848986e+00 1.000000000e+00 
-4.629661179e+01 -3.371504974e+01 1.000000000e+00 
-4.629661179e+01 -3.371504974e+01 1.000000000e+00 
-3.934960175e+01 -2.832819939e+01 1.000000000e+00 
-4.496051025e+01 -2.338534927e+01 1.000000000e+00 
-4.037023163e+01 -1.678474045e+01 1.000000000e+00 
-4.022716904e+01 -8.030645370e+00 1.000000000e+00 
-4.830902100e+01 -1.720620918e+01 1.000000000e+00 
-5.476657867e+01 -1.657143974e+01 1.000000000e+00 
-5.546403122e+01 -6.029211998e+00 1.000000000e+00 
-4.302933884e+01 -3.197480965e+01 1.000000000e+00 
-5.382706070e+01 -3.366429901e+01 1.000000000e+00 
-4.957857895e+01 -1.811240959e+01 1.000000000e+00 
-5.963608932e+01 -2.741684914e+01 1.000000000e+00 
-3.206739044e+01 -6.435495853e+00 1.000000000e+00 
-2.994259071e+01 -4.690842152e+00 1.000000000e+00 
