Soil types. 5 classes
3
X_km
Y_km
Class ID
-3.438224030e+01 3.435646820e+01 3.000000000e+00 
-5.157332993e+01 2.368791962e+01 3.000000000e+00 
-5.487113190e+01 2.884351921e+01 3.000000000e+00 
-3.406045914e+01 3.888716125e+01 3.000000000e+00 
-3.990473938e+01 1.997102928e+01 3.000000000e+00 
-2.772294998e+01 1.194301987e+01 3.000000000e+00 
-2.647069931e+01 1.462876987e+01 3.000000000e+00 
-2.719211960e+01 1.462493038e+01 3.000000000e+00 
-4.181690979e+01 1.287819004e+01 3.000000000e+00 
-7.628449249e+01 3.181724930e+01 3.000000000e+00 
-2.747057915e+01 2.287056923e+01 3.000000000e+00 
-2.935932922e+01 1.190163994e+01 3.000000000e+00 
-5.424486160e+01 4.710503006e+01 3.000000000e+00 
-5.738069153e+01 -3.103090048e+00 3.000000000e+00 
-5.055677032e+01 1.968144035e+01 3.000000000e+00 
-2.568972015e+01 1.434187984e+01 3.000000000e+00 
-5.541289139e+01 5.347940826e+01 3.000000000e+00 
-5.424206924e+01 3.034539986e+01 3.000000000e+00 
-4.769049072e+01 -6.906902194e-01 3.000000000e+00 
-4.151836014e+01 2.937639058e-01 3.000000000e+00 
-3.138364029e+01 2.100185966e+01 3.000000000e+00 
-4.293669891e+01 1.622775078e+01 3.000000000e+00 
-3.131480026e+01 2.252463913e+01 3.000000000e+00 
-4.430550003e+01 1.137536049e+00 3.000000000e+00 
-5.205121994e+01 3.214433091e-03 3.000000000e+00 
-3.211371994e+01 2.226044083e+01 3.000000000e+00 
-4.785274887e+01 8.214073181e+00 3.000000000e+00 
-5.071950150e+01 9.488216043e-01 3.000000000e+00 
-4.373535156e+01 9.379698753e+00 3.000000000e+00 
-4.670674896e+01 2.208785057e+00 3.000000000e+00 
-3.568904114e+01 3.096437073e+01 3.000000000e+00 
-5.182332993e+01 1.569180012e+01 3.000000000e+00 
-4.192444992e+01 9.395068169e+00 3.000000000e+00 
-3.402349854e+01 2.464599991e+01 3.000000000e+00 
-4.837863922e+01 4.185482025e+00 3.000000000e+00 
-4.791487885e+01 4.994974136e+01 3.000000000e+00 
-4.624280930e+01 4.525445938e+01 3.000000000e+00 
-4.784561920e+01 4.468320084e+01 3.000000000e+00 
-5.154763031e+01 4.618453979e+01 3.000000000e+00 
1.990242958e+01 1.478748035e+01 4.000000000e+00 
2.746110916e+01 6.093098831e+01 4.000000000e+00 
1.447939968e+01 6.584616184e+00 4.000000000e+00 
1.547430992e+01 7.419363022e+00 4.000000000e+00 
1.377155972e+01 5.425411987e+01 4.000000000e+00 
4.290637970e+01 1.264414024e+01 4.000000000e+00 
3.491912079e+01 1.574005032e+01 4.000000000e+00 
2.722192001e+01 6.775025177e+01 4.000000000e+00 
2.645611954e+01 5.302373886e+01 4.000000000e+00 
2.022112083e+01 5.574134827e+01 4.000000000e+00 
2.571993065e+01 4.995632172e+00 4.000000000e+00 
1.370699978e+01 1.667155981e+00 4.000000000e+00 
2.704781914e+01 1.317292976e+01 4.000000000e+00 
2.596686935e+01 7.601340771e+00 4.000000000e+00 
2.618671989e+01 5.791500092e+01 4.000000000e+00 
2.794256973e+01 5.547592926e+01 4.000000000e+00 
6.383248901e+01 -3.944686890e+01 4.000000000e+00 
3.607944107e+01 1.440690041e+01 4.000000000e+00 
6.701828766e+01 -3.774874115e+01 4.000000000e+00 
6.413926697e+01 -3.055240059e+01 4.000000000e+00 
6.340209961e+01 -2.774873924e+01 4.000000000e+00 
7.088491058e+01 -4.263682938e+01 4.000000000e+00 
7.136329651e+01 -4.153900909e+01 4.000000000e+00 
6.032497025e+01 -2.961581039e+01 4.000000000e+00 
-9.240910530e+00 -6.836620331e+01 4.000000000e+00 
1.340499973e+01 4.191960907e+01 5.000000000e+00 
1.557011986e+01 3.865042877e+01 5.000000000e+00 
7.556094170e+00 2.293950081e+01 5.000000000e+00 
1.298143959e+01 4.489186859e+01 5.000000000e+00 
3.188507080e+01 3.245436096e+01 5.000000000e+00 
7.043830872e+01 8.207362175e+00 5.000000000e+00 
-4.095051765e+00 4.082662964e+01 5.000000000e+00 
-4.135873795e+00 4.304486847e+01 5.000000000e+00 
6.234973907e+00 6.037651062e+01 5.000000000e+00 
2.442950964e+00 2.803681946e+01 5.000000000e+00 
2.602499008e+01 4.173884964e+01 5.000000000e+00 
1.664992905e+01 3.346942902e+01 5.000000000e+00 
1.767107964e+01 3.450759888e+01 5.000000000e+00 
3.247150040e+01 4.464262009e+01 5.000000000e+00 
3.414579010e+01 3.989706039e+01 5.000000000e+00 
2.088050079e+01 3.452724838e+01 5.000000000e+00 
2.215188026e+01 3.439237976e+01 5.000000000e+00 
7.391606903e+01 3.305516052e+01 5.000000000e+00 
2.462763023e+01 3.646398926e+01 5.000000000e+00 
2.453647995e+01 3.379561996e+01 5.000000000e+00 
-6.080719233e-01 4.726247025e+01 5.000000000e+00 
5.991530895e+00 2.087001038e+01 5.000000000e+00 
3.625820160e+01 4.765752029e+01 5.000000000e+00 
1.800852013e+01 3.584165955e+01 5.000000000e+00 
1.838869095e+01 3.274832153e+01 5.000000000e+00 
1.894683075e+01 3.027453995e+01 5.000000000e+00 
5.491130066e+01 5.599276066e+00 5.000000000e+00 
6.769342041e+01 3.011864090e+01 5.000000000e+00 
7.893467712e+01 3.239418030e+01 5.000000000e+00 
-1.719866991e+00 2.797183037e+01 5.000000000e+00 
3.460229111e+01 3.503847885e+01 5.000000000e+00 
2.304904938e+01 4.668727112e+01 5.000000000e+00 
2.782328033e+01 2.659808922e+01 5.000000000e+00 
7.516773224e+01 3.433961105e+01 5.000000000e+00 
7.282584381e+01 1.578847980e+01 5.000000000e+00 
6.805149078e+01 4.223096848e+01 5.000000000e+00 
3.931261063e+00 5.696170044e+01 5.000000000e+00 
2.074128914e+01 4.836550140e+01 5.000000000e+00 
2.215200996e+01 4.786878967e+01 5.000000000e+00 
1.936111069e+01 3.124819946e+01 5.000000000e+00 
4.182701111e+00 2.835960960e+01 5.000000000e+00 
4.003340149e+01 6.672805786e+00 5.000000000e+00 
2.322254944e+01 3.744787979e+01 5.000000000e+00 
3.423337936e+01 3.836343002e+01 5.000000000e+00 
7.249709320e+01 3.509439087e+01 5.000000000e+00 
7.785771942e+01 1.077418995e+01 5.000000000e+00 
5.648157883e+01 1.376918030e+01 5.000000000e+00 
5.504191971e+01 1.223602962e+01 5.000000000e+00 
-6.535645008e+00 3.420775986e+01 5.000000000e+00 
7.124333954e+01 3.781692886e+01 5.000000000e+00 
9.208247066e-01 3.962044144e+01 5.000000000e+00 
7.311720848e+00 5.685906982e+01 5.000000000e+00 
6.675593853e-01 5.096186066e+01 5.000000000e+00 
3.375966072e+00 2.009518051e+01 5.000000000e+00 
4.540409088e+01 4.374364853e+00 5.000000000e+00 
4.757904053e+01 1.015019989e+01 5.000000000e+00 
4.809877014e+01 1.563177013e+01 5.000000000e+00 
1.897979927e+01 4.961671066e+01 5.000000000e+00 
5.060224915e+01 6.706204891e+00 5.000000000e+00 
-7.829427719e-02 4.040287018e+01 5.000000000e+00 
1.909896088e+01 1.879891014e+01 5.000000000e+00 
2.878709984e+01 2.772751999e+01 5.000000000e+00 
5.708316040e+01 1.524765968e+01 5.000000000e+00 
3.739601898e+01 6.882943213e-02 5.000000000e+00 
2.085629082e+01 1.921139908e+01 5.000000000e+00 
3.228279114e+01 5.954513073e+00 5.000000000e+00 
1.855990982e+01 4.749076843e+01 5.000000000e+00 
1.690442085e+01 4.527294922e+01 5.000000000e+00 
2.105480957e+01 1.321246028e+00 5.000000000e+00 
-1.350044966e+00 3.411415863e+01 5.000000000e+00 
1.684777069e+01 4.589466858e+01 5.000000000e+00 
6.115560913e+01 1.665353012e+01 5.000000000e+00 
3.956137085e+01 -1.391770005e+00 5.000000000e+00 
6.923623657e+01 3.856108093e+01 5.000000000e+00 
3.503256989e+01 1.210551977e+00 5.000000000e+00 
6.644310760e+01 4.977981091e+00 5.000000000e+00 
7.516391754e+01 2.485143089e+01 5.000000000e+00 
3.493204117e+01 6.356485844e+00 5.000000000e+00 
5.599277115e+01 -3.911817074e-01 5.000000000e+00 
7.505394745e+01 -8.685015678e+00 5.000000000e+00 
1.055513978e+00 2.888191032e+01 5.000000000e+00 
2.994828987e+01 -4.590462148e-01 5.000000000e+00 
3.699272156e+01 3.381787062e+00 5.000000000e+00 
3.301433945e+01 3.462620926e+01 5.000000000e+00 
3.308703995e+01 4.277510071e+01 5.000000000e+00 
4.265451813e+01 -3.277466059e+00 5.000000000e+00 
3.136157036e+01 1.780959964e+00 5.000000000e+00 
6.255051041e+01 1.747761917e+01 5.000000000e+00 
6.624684143e+01 -6.961564064e+00 5.000000000e+00 
4.379740143e+01 -1.426833034e+00 5.000000000e+00 
4.909469986e+01 -4.201259136e+00 5.000000000e+00 
5.635737991e+01 -4.277350903e+00 5.000000000e+00 
9.237993240e+00 3.155083895e+00 5.000000000e+00 
2.431588936e+01 2.859511948e+01 5.000000000e+00 
2.980170059e+01 1.019829035e+00 5.000000000e+00 
3.271878052e+01 -1.376136971e+01 5.000000000e+00 
3.775460815e+01 4.836639023e+01 5.000000000e+00 
3.946950150e+01 -5.686231136e+00 5.000000000e+00 
2.546612930e+01 -6.717382908e+00 5.000000000e+00 
3.914384842e+01 2.401463032e+00 5.000000000e+00 
5.826472092e+01 -3.893569946e+01 5.000000000e+00 
3.728575897e+01 -4.292458057e+00 5.000000000e+00 
2.372603035e+01 -5.299243927e+00 5.000000000e+00 
1.941456032e+01 -5.568870068e+00 5.000000000e+00 
4.491910934e+01 -3.876696014e+01 5.000000000e+00 
4.861447144e+01 6.436521053e+00 5.000000000e+00 
3.392314911e+01 2.714459991e+01 5.000000000e+00 
1.782695961e+01 -9.820345879e+00 5.000000000e+00 
2.454031944e+01 -1.349145031e+01 5.000000000e+00 
2.938573074e+01 4.678480911e+01 5.000000000e+00 
2.498958015e+01 -1.275891972e+01 5.000000000e+00 
7.515457153e+01 -2.527359962e+01 5.000000000e+00 
6.172599030e+01 -9.943391800e+00 5.000000000e+00 
6.773961639e+01 -2.147825050e+01 5.000000000e+00 
5.252273178e+01 -3.653134918e+01 5.000000000e+00 
2.873259926e+01 -1.593924999e+01 5.000000000e+00 
3.276612091e+01 2.351931953e+01 5.000000000e+00 
2.532686043e+01 -1.509232998e+01 5.000000000e+00 
6.952472687e+01 -1.838021088e+01 5.000000000e+00 
3.571286011e+01 -4.281050205e+00 5.000000000e+00 
2.150148010e+01 -3.366010904e+00 5.000000000e+00 
5.187250137e+01 -3.968793106e+01 5.000000000e+00 
1.331494045e+01 -1.418420029e+01 5.000000000e+00 
4.536005020e+01 -1.558312988e+01 5.000000000e+00 
2.162149048e+01 -2.500933886e+00 5.000000000e+00 
4.986093903e+01 -2.476719093e+01 5.000000000e+00 
2.356241035e+01 -1.533767986e+01 5.000000000e+00 
2.114508057e+01 -1.414673042e+01 5.000000000e+00 
7.230832672e+01 -2.682111931e+01 5.000000000e+00 
6.459413910e+01 -2.525474930e+01 5.000000000e+00 
6.648538208e+01 -1.827473068e+01 5.000000000e+00 
7.500895691e+01 -1.820326996e+01 5.000000000e+00 
6.744040680e+01 -1.927489090e+01 5.000000000e+00 
4.490560913e+01 -2.519702911e+01 5.000000000e+00 
6.647470093e+01 -1.029308033e+01 5.000000000e+00 
4.614115143e+01 -3.383971024e+01 5.000000000e+00 
3.082831001e+01 -1.228069973e+01 5.000000000e+00 
4.354288864e+01 -1.732229996e+01 5.000000000e+00 
2.135351944e+01 -1.526556015e+01 5.000000000e+00 
1.347362041e+01 -1.287465954e+01 5.000000000e+00 
4.504233932e+01 -1.644158936e+01 5.000000000e+00 
9.368160248e+00 -1.040470982e+01 5.000000000e+00 
5.925098038e+01 -1.253549004e+01 5.000000000e+00 
5.216809082e+01 -3.168121910e+01 5.000000000e+00 
4.111502838e+01 -2.519762993e+01 5.000000000e+00 
5.348741913e+01 -2.388335037e+01 5.000000000e+00 
4.674345016e+01 -2.515130043e+01 5.000000000e+00 
4.010659027e+01 -1.828157997e+01 5.000000000e+00 
6.656321716e+01 -9.462121010e+00 5.000000000e+00 
3.357329941e+01 -1.928476906e+01 5.000000000e+00 
2.885634995e+01 -2.139060974e+01 5.000000000e+00 
1.839061928e+01 -1.477499008e+01 5.000000000e+00 
4.579737091e+01 -1.437535000e+01 5.000000000e+00 
4.440150833e+01 -2.315830994e+01 5.000000000e+00 
3.616392136e+01 -3.055760002e+01 5.000000000e+00 
4.941629028e+01 -2.867028046e+01 5.000000000e+00 
1.791453934e+01 -1.789949989e+01 5.000000000e+00 
5.020103836e+01 -1.202212048e+01 5.000000000e+00 
4.627616119e+01 -1.287835026e+01 5.000000000e+00 
1.062607002e+01 -1.171780968e+01 5.000000000e+00 
4.745579910e+01 -1.936577034e+01 5.000000000e+00 
4.345655918e+00 -9.182052612e+00 5.000000000e+00 
4.861296082e+01 -9.832295418e+00 5.000000000e+00 
1.346420002e+01 -1.638660049e+01 5.000000000e+00 
3.073909950e+01 -2.365951920e+01 5.000000000e+00 
3.168544960e+01 -2.697125053e+01 5.000000000e+00 
1.234342003e+01 -1.517059994e+01 5.000000000e+00 
3.465108871e+01 -2.584734917e+01 5.000000000e+00 
4.663125992e+01 -1.013255024e+01 5.000000000e+00 
3.419733047e+01 -2.431815910e+01 5.000000000e+00 
1.856065941e+01 -2.118238068e+01 5.000000000e+00 
2.508262062e+01 -2.130607986e+01 5.000000000e+00 
1.456476974e+01 -1.760000992e+01 5.000000000e+00 
1.588239956e+01 -1.744557953e+01 5.000000000e+00 
4.994984818e+01 -1.390316963e+01 5.000000000e+00 
4.361803055e+00 -1.298635006e+01 5.000000000e+00 
