Pollution Cs137
3
X
Y
Cs137
-2.794070053e+01 -4.181629944e+01 1.564000000e+03 
-2.803820038e+01 -2.472010040e+01 2.860000000e+02 
-2.830540085e+01 3.796649933e+01 3.175000000e+02 
-2.814450073e+01 3.405749893e+01 1.870699951e+03 
-2.800769997e+01 1.233110046e+01 9.612999878e+02 
-2.813039970e+01 4.509159851e+01 1.620199951e+03 
-2.762000084e+01 -4.535110092e+01 1.749000000e+03 
-2.763820076e+01 -2.267449951e+01 1.061999969e+02 
-2.786140060e+01 2.936709976e+01 1.116999969e+02 
-2.779829979e+01 5.664820099e+01 2.508999939e+02 
-2.709180069e+01 -5.072359848e+01 1.572500000e+03 
-2.688689995e+01 -4.828450012e+01 1.411599976e+03 
-2.708839989e+01 2.364399910e+01 1.246999969e+02 
-2.683309937e+01 -2.062330055e+01 1.701999969e+02 
-2.695980072e+01 3.186849976e+01 1.610000000e+02 
-2.664189911e+01 -1.918919945e+01 5.305999756e+02 
-2.677319908e+01 5.075099945e+00 1.723999939e+02 
-2.656119919e+01 -2.648250008e+01 3.003999939e+02 
-2.683819962e+01 2.860540009e+01 1.358000031e+02 
-2.629380035e+01 -4.564830017e+01 1.869599976e+03 
-2.665189934e+01 5.735810089e+01 3.537000122e+02 
-2.627949905e+01 2.517849922e+01 1.261999969e+02 
-2.645540047e+01 5.841600037e+01 2.990000000e+02 
-2.589760017e+01 -4.049549866e+01 9.020999756e+02 
-2.593499947e+01 1.772500038e+00 2.967000122e+02 
-2.600790024e+01 4.749909973e+01 7.977000122e+02 
-2.561050034e+01 -2.082169914e+01 3.148999939e+02 
-2.523880005e+01 -5.292710114e+01 1.317599976e+03 
-2.550219917e+01 -1.929999948e+00 1.323099976e+03 
-2.551600075e+01 7.416999936e-01 4.052000122e+02 
-2.551950073e+01 1.748870087e+01 1.086300049e+03 
-2.504870033e+01 -1.119089985e+01 5.157999878e+02 
-2.512929916e+01 4.670700073e+00 3.177999878e+02 
-2.518729973e+01 3.384159851e+01 1.998000031e+02 
-2.499790001e+01 5.281769943e+01 6.685999756e+02 
-2.495560074e+01 5.831790161e+01 4.273999939e+02 
-2.461809921e+01 8.686699867e+00 6.115999756e+02 
-2.444939995e+01 1.226809978e+01 2.450100098e+03 
-2.446299934e+01 3.049799919e+01 1.351000061e+02 
-2.402630043e+01 -5.271870041e+01 1.119300049e+03 
-2.402429962e+01 -4.339519882e+01 1.835199951e+03 
-2.420730019e+01 2.213170052e+01 2.023999939e+02 
-2.414170074e+01 1.435620022e+01 2.164500000e+03 
-2.383279991e+01 -8.100000381e+00 4.540000000e+02 
-2.396369934e+01 2.902739906e+01 1.269000015e+02 
-2.385519981e+01 1.083080006e+01 2.918999939e+02 
-2.365060043e+01 -3.020879936e+01 1.151400024e+03 
-2.384280014e+01 3.852420044e+01 1.721000061e+02 
-2.377039909e+01 2.629120064e+01 1.184000015e+02 
-2.332760048e+01 -2.755520058e+01 2.590000000e+02 
-2.356609917e+01 3.142070007e+01 1.351000061e+02 
-2.296529961e+01 -3.467670059e+01 6.390000000e+02 
-2.307369995e+01 4.680699825e+00 3.230000000e+02 
-2.327589989e+01 5.548529816e+01 3.632999878e+02 
-2.251580048e+01 -2.673509979e+01 1.946000061e+02 
-2.259300041e+01 1.270380020e+01 2.462000000e+03 
-2.242289925e+01 -7.979300022e+00 5.509000244e+02 
-2.233749962e+01 -2.223749924e+01 1.950000000e+02 
-2.213479996e+01 -3.674010086e+01 6.305000000e+02 
-2.202059937e+01 -4.692160034e+01 1.491800049e+03 
-2.216930008e+01 2.614800072e+01 1.353999939e+02 
-2.181800079e+01 1.560309982e+01 1.802300049e+03 
-2.169879913e+01 -5.353000164e-01 3.147999878e+02 
-2.157329941e+01 -1.815049934e+01 1.531999969e+02 
-2.171529961e+01 2.214319992e+01 2.193999939e+02 
-2.154789925e+01 -3.513700008e+00 3.247999878e+02 
-2.147360039e+01 -4.773600101e+00 3.285000000e+02 
-2.141909981e+01 1.927599907e+01 2.456999969e+02 
-2.135160065e+01 1.005889988e+01 2.014300049e+03 
-2.113750076e+01 -1.571230030e+01 1.856999969e+02 
-2.112319946e+01 6.701300144e+00 1.357900024e+03 
-2.117230034e+01 4.587459946e+01 2.226999969e+02 
-2.061700058e+01 -4.306409836e+01 1.304300049e+03 
-2.062159920e+01 -4.198149872e+01 7.995999756e+02 
-2.053650093e+01 -1.322420025e+01 1.576000061e+02 
-2.029789925e+01 1.749110031e+01 4.281000061e+02 
-2.035079956e+01 3.209680176e+01 1.203000031e+02 
-2.007390022e+01 -2.549830055e+01 2.901000061e+02 
-2.008480072e+01 -2.281940079e+01 1.753999939e+02 
-2.004730034e+01 4.520000145e-02 2.011000061e+02 
-2.005610085e+01 1.242660046e+01 1.793400024e+03 
-2.020350075e+01 5.568769836e+01 1.550000000e+02 
-1.978310013e+01 -4.825059891e+01 8.525000000e+02 
-1.982309914e+01 -4.308700085e+00 4.703999939e+02 
-1.957679939e+01 -4.865390015e+01 8.144000244e+02 
-1.965220070e+01 -2.638129997e+01 1.190999985e+02 
-1.969449997e+01 2.925429916e+01 1.140000000e+02 
-1.943110085e+01 1.080100060e+00 2.028999939e+02 
-1.939550018e+01 2.193269920e+01 2.572000122e+02 
